NomDuGroupe	Restaurant	Note	Prix	Cuisine	Service	Ambiance	Avis	URL
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	Positive	Positive	Positive	Restaurant incroyable, niveau culinaire, niveau ambiance, niveau personnel c’est le top je suis venu 2 fois en 2 jours de passage et je reviendrais	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r971616316-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Gaubert_Godin	Brasserie Chavant Grenoble	5.0	NE	Positive	Positive	NE	De visite à nouveau sur Grenoble, nous avons souhaité revenir dîner dans ce charmant restaurant. Nous n'avons pas été déçus. Nous avons testé l'assiette d'assortiments, nems toast foie gras, jambon  ibérique et saumons, était délicieuses. Pour poursuivre, mon mari avait pris des côtelettes d'agneau avec des frites et moi un carré de veau avec un écrasé de pomme de terre, c'était délicieux. Et pour conclure, des fraises pour moi et mon mari des glaces. Le vin blanc servi au verre au moment de l'entrée, un meursault, était très agréable, minéral je le recommande. Nous y sommes revenus le lendemain carpaccio de saumon et melon accompagné de jambon ibérique, savoureux. En second plat, magret de canard et risotto, excellent et  mon mari avait pris les calamars émulsionnés (spécialité de la maison), cuisine raffinée. Le service est efficace et le personnel accueillant.	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or120-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Guo	L'Entrecôte	5.0	NE	Positive	Positive	Positive	Un endroit super pour passer un excellent moment en famille ou entre amis Tout était parfait La viande les frittes , une variété wahouuuu j en a pris 3 fois tellement elles sont bones La sauce quel régal !!! Et un personnel très professionnel et sympathique On reviendra c est certain Merci à votre accueil	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or120-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Macé_Mutamu	Les Terrasses Poulard - Le Mont-Saint-Michel	3.0	NE	Négative	Négative	NE	2 serveuses pour une salle pleine à craquer, donc beaucoup d'attente. C'est un repas moyen, viande qui a du être grillée sur un grill qui n'a pas vu une éponge depuis quelques jours visiblement ! Ce n'est pas catastrophique mais on s'attendait à mieux en vue du nom	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r540463593-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Dorget_Sage	Les 3 Brasseurs - Echirolles	4.0	NE	Positive	Positive	NE	Bzzt Bzzt  On passe des bonnes soirées et les serveurs sont sympas. On n a jamais été déçu des plats choisis.  On recommande  Bzzt Bzzt	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r632611071-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Gaubert_Godin	Brasserie Chavant Grenoble	3.0	NE	Neutre	Positive	Positive	Excellent le cadre de ce restaurant, rien que le lustre les glaces et les canapés en font une ambiance effectivement raffinée Le service est impeccable, le personnel est souriant et au petit soin des clients, ce qui rend l'expérience très agréable, les temps d'attente sont juste au point, le service n'est ni trop lent ni trop rapide, parfait. Coté cuisine les produits sont frais et bien cuisinés le bémol est qu'il n'y a pas de plus; la déception, je suis désolée, vient de l'attente que l'on se fait, tel cadre, tel accueil on s'attend à un envol gustatif, à une délice des papilles qui n'est pas du tout au rendez vous; il n'y a pas de recherche ni de présentation dans l'assiette, les produits sont de qualité les plats sont juste bons, c'est tout. Vu la note finale, celle-là bien en ligne avec le haut décor, ce n'est pas assez, du moins pour séduire des fins palais	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or165-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	4.0	Neutre	Positive	Positive	Positive	Nous sommes venus avec mon conjoint pour la Saint-Valentin. Le menu à thème était de 100€ par personne avec amuses-bouche, 2 entrées, 3 plats, fromage, dessert. L'endroit était très romantique, très bien décoré pour l'occasion. Le service était très soigné. Les portions étaient petites mais étant donné qu'il y avait beaucoup de services c'était parfait. Légèrement cher pour les plats proposés mais on a payé pour l'expérience vécue. Nous sommes très satisfaits malgré tout !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r879463153-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Berger_Selvaradjou	Le Bombay	4.0	NE	Positive	NE	NE	Un signe qui veut tout dire... le restaurant était plein ! De passage à Grenoble pour voir ma fille, qui voulait essayer ce restaurant indou... quelle bonne idée ! Ce Repas et ce vin indou nous a ravis ! À essayer sans faute !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r655045961-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bernard	Bistrot André - Grenoble	5.0	NE	Positive	NE	Positive	Comme chaque année nos enfants nous offrent  2 repas avec forfait boissons dans votre établissement,  et comme chaque année nous ne sommes pas déçu.  C est un régal pour les yeux et les papilles . Merci à votre équipe pour leur écoute vis à vis de nos demandes.  Nous avons passé une merveilleuse soirée.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r964154479-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Chaussemy_Zergua	Les Grands Buffets - Narbonne	2.0	Négative	Positive	Négative	Négative	"""Concept intéressant dans notre époque décadente; personnel irréprochable; convives de bonne tenue. Tout ça, OK. Mais au fond, on est là pour manger. A ce dernier titre, les """"tripes à l'ancienne"""" étaient de fait très anciennes. Trop anciennes et finir le lendemain dans ce qu'on appelle pudiquement la selle..et par la bouche... Dommage."""	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r947331497-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Decoopman_Flin	Chalet la Pricaz - Montmin	5.0	NE	Positive	Positive	NE	Nous sommes arrivé un peu à l’improviste et nous avons été agréablement surpris de l’excellent accueil du personnel !  La nourriture et bonne et la bière également 😂 !  Et le cadre se passe de commentaire alors je poste une photo...  Merci pour ce super moment ! Et sûrement à très vite !	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r767560674-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Bernard	Bistrot André - Grenoble	5.0	NE	Positive	Positive	Positive	Un accueil, un service, une ambiance, une cuisine au top! Une pause assurément plaisir sur la route du Sud en venant de Lyon ou en rentrant sur Lyon!	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r972442405-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Campiglia_Sigrist	Brasserie Georges - Lyon	4.0	NE	NE	NE	NE	Cadre des années 1800, ambiance grande brasserie, pratique car à côté de la gare TGV qui dessert Paris.  L’omelette norvégienne est toujours aussi bonne. Dommage que l’aïoli soit maintenant trop salé. Il se dit aussi que la tête de veau est trop grasse. Changement de propriétaire en 2022.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or165-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Bour	La veyrie - Bernin	4.0	Positive	Positive	Positive	Neutre	Comme le propriétaire est le même que le restaurant très connu du Cinq au musée de Grenoble, la comparaison s'impose. Le cadre est totalement différent avec un terrasse et une vue que la fraîcheur de cette soirée de fin février ne nous ont pas permis d'apprécier. Avec une température adéquate cela doit être magnifique. Le décor est identique à celui du Cinq, vielles tables, chaises et canapés dépareillés donnant un ensemble plutôt chaleureux, assez Bobo... Le carte et la préparation des plats paraît un degré supérieur au Cinq, Filet aux Cèpes et Risotto excellents. Rapport qualité / prix tout à fait acceptable. Accès perdu au fond du coteau avec parking privé. Accueil et service correct et discret.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r568279069-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	5.0	NE	Positive	Positive	Positive	Nous avons apprécié les saveurs des plats proposés ainsi que la présentation. Le lieu est magnifique et l accueil es très chaleureux. Nous recommandons cette adresse.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r648496791-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Genevey_Pernier	La Belle Idée - Grenoble	5.0	NE	Positive	Positive	NE	Un excellent restaurant, très bonne cuisine française avec un serveur au top. A découvrir sans hésiter.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r701462362-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	4.0	NE	Positive	Positive	Positive	"""Après la visite de la belle expo """"Fashion Altitude"""" du couvent Sainte-Cécile, il n'y a eu qu'à ouvrir la porte qui communique directement avec le restaurant, Ce jour à midi, il n'y a pas foule mais l'accueil est agréable dans ce grand décor rouge et noir. Le plat : """"Suprème de volaille, cromesqui de patates douces et légumes variée"""" est copieux, bien étudié et préparé : on se régale tout particulièrement en découvrant le cromesqui ! <la poire belle Hélène est bien revisitée et pour 19 euros (25 avec un verre de vin et le café) nous faisons un excellent repas loin des banalités de beaucoup de restaurants à midi ! Encore une bonne surprise dans ce restaurant que l'on avait un peu délaissé car nous avions retrouvé le même menu à plusieurs mois d'intervalle ! Nous y reviendrons à la belle saison pour redécouvrir la belle terrasse"""	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r464766731-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Decoopman_Flin	Chalet la Pricaz - Montmin	5.0	NE	Positive	Positive	NE	Manger une tartiflette de qualité face à cette vue à couper le souffle avec un service rapide et agréable malgré une affluence certaine...Quoi de mieux ?	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r761801458-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Macé_Mutamu	Les Terrasses Poulard - Le Mont-Saint-Michel	4.0	NE	NE	Positive	NE	Un personnel très agréable, des chambres fonctionnelles. La vue sur le mont est aussi agréable que la vue sur la mer :)  Attention à l'absence totale d'accessibilité.	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r883224963-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Duret_Philippe	Le Chalet Restaurant - Annecy	4.0	NE	Positive	NE	NE	Toujours aussi bien, je suis habitué de ce restaurant la qualité est toujours au rendez-vous, merci au patron pour maintenir cette qualité, c’est rare de nos jour, merci aux patrons,  voilà la raison de notre fidélité!	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r944436458-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Bour	La veyrie - Bernin	3.0	Négative	Positive	Positive	NE	Belle soirée d'été.un dimanche soir Choix limité. Belle présentation. Un plat de lotte à 26 € . Quantité modeste surtout si vous avez bon appétit ! Mais bien préparé. Un peu cher par rapport aux prestations. Sans doute que l'on paie le cadre. Personnel très sympathique.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r684653996-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Hardwick_Micha	Les Terrasses de Lyon - Lyon	2.0	Négative	Négative	Négative	Négative	Très décevant. Service particulièrement lent. Les lumières dans le restaurant sont tellement fortes qu’elles se reflètent dans les vitres, on ne peut même pas admirer pleinement la vue sur Lyon. Les amuses bouches rappelaient des saveurs de fast-food.  Pour le plat, j’ai pris de la canette en 2 services : 1er service, la viande était difficile à découper avec des couteaux non affutés, le 2ème service : canette façon hachis parmentier, beaucoup trop salée, immangeable ! L’expérience a été très décevante. Soirée d’anniversaire ratée.	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r970384521-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Katz_Dartois	La Fondue - Grenoble	3.0	NE	NE	Neutre	Neutre	Cadre sympa. Accueil personnel moyen. Petites salles chaleureuses MAIS tables très petites accueillant avec grand peine le nécessaire pour dîner et boire... Et exploitant le moindre demi mètre carré.... Une table ds la dernière salle est à fuir car bloquant l accès a un réduit où le personnel de rend plusieurs fois pendant le service... Pour ne pas gêner, il faudrait que les gens mangent debout... Dommage!!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r729467244-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
DiMalta_Fauchon	Shunbun - Grenoble	5.0	Positive	NE	Positive	NE	Le meilleur Sushi de Grenoble c’est certain, mais je n’ai encore jamais eu la chance de découvrir mieux ailleurs ! Les produits sont de très grand qualité, le riz et fabuleux, il y a beaucoup de choix et le prix reste tout à fait correct pour cette cuisine !!!  Allez-y les yeux fermés, mais tout vos sens en éveil !!!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r699699466-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Hardwick_Micha	Les Terrasses de Lyon - Lyon	4.0	NE	Positive	Neutre	Positive	Une étoile amplement méritée !Le décor et la vue sot magiques !De tes beaux produits très 1justement cuisinés, une carte inventive, vraiment une très belle adresse!! Bravo au chef et à son équipe en cuisine !Le service en salle est effectué par un personnel souriant et sympathique ( parfois manquant un peu de professionnalisme)Bref vaut largement le détour !	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r560373472-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Lahbabi	Le Gurtlerhoft - Strasbourg	4.0	NE	Positive	Neutre	NE	Très bonne choucroute de la mer, les serveurs hyper pro, aimables, ça change d'autres restaurants! Le patron pas très urbain lui par contre. Ni avec la clientèle ni avec son personnel....	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or195-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Decoopman_Flin	Chalet la Pricaz - Montmin	4.0	Positive	Positive	Positive	NE	Profitant du temps superbe de l'arrière saison, une bonne fondue sur la terrasse, avec la vue magnifique sur le lac d'Annecy. Personnel sympathique, fondue et charcuterie aussi bons que copieux. Tarif raisonnable.	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r865393765-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Bouhjoura_Feydel	Les Jardins de Sainte-Cécile - Grenoble	4.0	Neutre	Positive	Positive	Positive	Une bonne adresse qui change des grands classiques de Grenoble. Une belle carte avec une bonne et belle équipe en cuisine qui connait son métier et qui sait rendre de belle et bonne assiette. Des produits classique bœuf, truite, foie gras mais une belle originalité dans la préparation. Une équipe de service jeun et dynamique pour au final un bon rapport qualité pour une belle soirée dans le jardin.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r806979387-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
